440	70	894	219
381	85	1912	50
0	148	951	132
84	97	23	51
1017	109	2140	22
2865	149	423	141
945	113	1334	61
2299	27	1047	177
151	61	938	149
2919	113	423	70
2919	37	1195	203
688	87	441	17
366	37	1970	193
283	70	278	59
1593	37	1457	217
22	134	788	171
932	97	278	86
1970	108	1299	12
493	13	1188	96
216	148	22	193
937	37	924	8
1930	149	1658	103
2077	13	2165	77
215	113	300	261
849	113	299	137
569	122	299	207
366	37	1307	127
1138	109	1848	86
2727	108	938	188
2097	108	628	259
378	72	945	209
1811	120	1299	161
2010	37	2865	242
675	109	440	65
2294	27	463	56
2848	113	993	6
796	37	154	156
423	2	2260	93
1296	82	1299	179
2098	85	2815	213
2784	70	1282	166
13	122	992	169
1248	158	476	226
627	113	975	167
1301	113	1542	193
423	139	932	40
1616	85	423	111
1584	40	984	98
476	109	1004	19
45	139	1852	252
462	59	1467	223
1467	153	462	5
1758	40	494	245
256	40	790	104
924	37	901	216
1990	37	799	196
298	28	1132	152
2708	139	1296	149
2582	108	2348	157
151	61	278	61
415	158	2295	75
278	108	1616	118
1940	122	486	36
202	28	470	141
1070	40	458	137
53	37	2611	30
1623	122	64	86
2477	148	61	97
596	27	497	99
2180	82	2668	57
2441	37	967	136
440	61	2611	4
938	113	932	110
2666	97	278	209
423	108	2668	181
1047	49	992	54
278	37	2919	195
151	113	986	90
675	113	1847	243
2612	70	1364	89
808	40	1733	9
2415	113	1072	47
465	2	962	49
1299	97	796	40
1121	113	553	118
2919	85	2668	117
2082	94	1004	218
476	72	1468	61
770	122	6	254
1138	122	1848	100
38	107	462	253
932	97	2736	114
725	109	1934	132
517	40	1509	43
462	60	2429	28
1822	158	2706	106
1132	109	1004	177
1427	37	2870	81
2295	27	415	63
22	77	216	192
1296	97	1932	59
1406	27	343	99
1087	113	6	140
2773	158	462	246
1730	134	441	86
1970	85	2612	241
2295	105	1322	161
1042	109	2903	38
339	85	984	13
1296	148	1299	56
324	113	1299	224
1930	2	476	218
1141	122	1494	163
628	97	2097	205
2328	144	2939	85
1930	113	561	222
2142	27	102	81
2098	109	2815	212
558	122	808	22
938	109	1146	226
462	47	1733	252
423	122	1618	257
2773	158	1763	115
1382	85	539	148
484	85	2098	139
1084	113	1793	74
2612	149	1364	65
1188	85	493	136
298	156	765	107
2328	157	2128	12
2612	85	1364	63
2865	82	370	132
2074	113	1138	79
2299	113	97	121
2919	109	1907	239
2668	77	423	101
1720	113	1047	253
932	122	1982	100
1983	113	1296	217
2274	109	441	183
2611	113	1847	253
2419	109	450	247
932	82	1007	154
1121	37	2919	180
423	139	2260	155
2388	59	1845	252
1299	66	763	177
462	37	808	91
2703	59	1013	78
2919	113	1171	184
1243	37	1459	128
2728	59	1548	232
2392	59	2328	26
152	148	2668	197
2572	113	1299	168
13	37	2622	42
1299	37	1970	27
476	40	1892	127
283	40	1296	40
1836	156	194	238
229	158	788	130
2863	37	2639	96
2773	158	462	179
845	122	456	131
839	37	2708	237
951	37	0	119
423	97	2762	189
1070	134	2647	220
932	67	1063	103
585	27	1763	95
2799	113	844	257
1530	113	748	63
2103	70	366	173
2748	0	476	206
1526	105	1686	229
880	113	251	174
2612	109	1364	128
342	37	2899	174
2299	69	465	57
1970	113	1296	173
1141	113	2098	82
465	109	992	82
1334	63	2098	187
2313	37	1875	146
2340	108	2666	148
1334	85	2668	236
364	86	856	55
2155	113	1004	70
22	113	788	174
801	45	2082	254
1930	112	476	43
465	109	586	153
1573	113	1339	74
2162	27	490	145
2580	113	2825	27
462	122	1888	25
2383	59	2294	38
2740	37	985	41
216	113	64	221
462	85	2448	177
324	70	1296	128
442	0	2061	130
1970	113	1296	137
1350	0	415	194
1789	113	1364	22
2748	120	476	75
2612	70	1364	221
2585	37	2612	124
325	113	1299	98
373	70	932	156
2249	113	1322	205
1114	122	2287	22
2865	97	1121	256
1349	113	844	183
2418	113	1934	184
808	121	558	166
2211	156	1296	128
2939	37	2857	59
1796	37	6	159
2865	37	2076	28
1885	27	447	259
283	2	2750	165
2470	113	423	202
1334	32	2098	187
1457	113	1608	250
2325	144	623	250
423	77	2736	55
2326	156	489	182
1364	113	2612	58
495	40	1561	206
2561	85	1100	40
2919	108	2666	195
1857	27	485	201
1511	109	2142	132
497	59	1476	162
1850	120	2669	20
278	108	2067	171
2815	84	1616	245
2706	37	1970	150
1031	113	1872	156
1101	113	261	67
1907	108	423	229
1611	113	1296	65
1018	27	1561	53
1071	37	948	255
2329	27	2907	103
2562	85	1382	204
1013	109	986	183
291	113	1004	243
1616	77	423	139
2691	37	314	97
2865	113	423	131
370	109	2765	152
2414	113	423	120
1542	139	2191	258
1334	122	2668	112
456	139	278	138
765	37	2663	7
2155	113	1004	34
1763	163	2204	158
1494	45	484	189
2135	108	1982	20
924	113	423	177
1296	97	1982	42
561	38	1004	231
423	97	2098	60
1287	134	1852	53
1526	62	484	104
466	109	2479	69
1460	37	1556	57
839	97	2821	68
2380	59	2287	33
499	113	423	237
932	97	938	151
1474	113	1468	251
278	108	2097	20
66	110	1004	103
2531	98	1539	111
642	13	498	222
447	158	603	237
1789	27	1770	56
2815	37	756	218
1294	85	2157	15
216	85	22	140
702	2	23	133
227	85	2524	96
2299	112	465	50
706	37	2056	34
546	158	1837	140
1132	45	1004	258
2097	70	755	134
1376	85	1070	152
1503	113	2274	68
423	31	1765	205
1836	27	1612	0
839	97	1219	261
77	60	1759	179
1296	40	278	61
402	113	1658	139
1296	97	2945	104
2839	113	974	153
938	108	1832	58
1299	109	1542	61
896	37	895	16
1432	37	1296	90
924	108	1621	211
64	97	1360	105
2919	85	423	178
1437	113	423	20
2505	85	945	215
2291	124	457	228
278	89	1299	260
278	109	1299	187
788	113	803	153
2261	85	487	12
429	85	423	75
2597	109	2286	135
2799	37	1118	90
494	40	1202	26
22	2	1910	145
278	108	2666	138
1452	72	382	136
2427	108	1341	166
932	148	423	128
676	37	283	138
1749	109	476	153
1177	113	346	162
261	122	423	164
161	85	848	256
462	149	558	170
2919	77	627	201
216	37	2368	130
278	128	1299	180
1579	13	1004	97
1623	108	423	46
191	158	2308	137
1611	108	1296	11
1069	113	2332	162
676	108	423	96
2612	148	1364	15
2765	27	487	198
916	37	712	242
918	85	1296	250
1822	0	496	175
2612	113	1364	65
54	77	441	77
381	37	1970	50
2728	37	2427	240
1733	40	1467	196
441	158	2274	36
2668	67	1334	168
2318	105	1776	211
538	2	115	252
465	134	1641	34
278	61	1121	139
2507	37	1115	128
188	158	1871	122
1334	97	278	66
1879	85	423	161
1875	149	1846	128
1045	113	1121	206
1970	113	1296	177
114	97	340	91
23	113	1296	31
2274	139	441	167
423	37	2666	203
1296	40	2097	61
182	163	803	204
2155	77	476	113
432	113	602	176
442	45	462	117
2274	40	441	22
2815	45	2230	100
2145	113	2291	12
2765	97	72	63
282	113	1296	22
381	82	2668	125
2409	80	2391	15
2412	113	1856	175
1308	148	2919	251
2076	108	2865	184
133	37	2820	30
689	109	986	8
2603	37	2392	43
2392	59	2328	56
626	158	495	180
487	85	2765	106
1364	85	2612	154
1661	113	1299	209
1364	85	2181	218
2053	27	875	152
278	77	151	220
932	97	2919	258
204	2	1015	101
441	109	2235	167
1970	113	1296	197
66	112	2708	233
405	113	2865	70
278	13	2357	250
2705	59	1018	61
2274	146	2905	34
2664	113	2666	222
938	70	2919	85
476	45	1004	226
1762	152	932	251
485	40	2070	204
476	109	219	211
729	40	2647	250
2949	113	423	51
423	97	1488	123
1267	108	539	245
198	0	476	90
1432	37	208	190
1359	113	373	30
525	148	1181	90
585	144	462	254
2641	109	462	5
2773	109	462	125
790	101	462	107
2387	59	1006	231
926	85	1296	111
2295	27	612	48
1930	113	1004	51
1461	37	2826	138
2048	158	2390	32
932	97	1296	159
2313	113	175	246
2865	67	2736	139
490	109	1527	194
2344	122	6	27
1867	2	462	57
2650	37	560	20
1970	85	2561	58
2390	149	2765	14
66	67	932	4
1216	113	370	260
2880	113	675	105
423	97	1329	238
1875	113	1846	237
2069	109	476	124
415	158	2295	182
2765	122	581	147
1875	113	1846	195
1299	97	1364	173
1793	108	839	33
2815	37	1174	65
2665	113	1837	145
2390	123	2765	37
1432	148	423	138
2815	40	298	128
1526	105	2668	162
2729	67	275	184
1045	109	462	254
278	108	2260	100
423	37	373	245
221	61	561	59
2103	113	1299	72
370	82	469	80
1970	37	1721	12
1970	113	1296	113
2831	37	1016	25
1814	0	476	126
2330	156	206	252
465	17	992	232
278	97	938	158
2153	27	1127	204
2375	59	64	156
2350	113	2765	239
2818	127	540	141
1364	82	1299	174
261	134	1039	190
2142	27	2287	75
2919	85	932	80
1299	37	1017	3
599	158	2905	100
278	37	269	67
295	108	64	2
370	97	945	180
1852	27	487	183
1006	139	2246	91
263	109	765	11
2140	27	2253	155
1517	113	2299	118
447	158	603	236
1121	85	462	150
1948	37	350	28
1334	67	423	110
462	47	1093	140
620	158	1875	187
1999	149	476	132
2714	109	476	19
1054	113	2765	76
663	113	932	186
22	113	216	191
476	112	1004	145
213	113	1284	62
1890	105	617	86
1821	0	464	117
1364	113	2357	192
278	109	1082	222
1334	67	1296	64
476	50	1930	36
726	113	373	114
1345	108	1832	188
1132	37	26	189
2413	40	1286	3
2412	113	79	183
788	109	64	137
2294	27	463	213
1662	37	1733	47
1334	97	2935	111
423	97	278	99
1522	2	224	214
1713	37	2717	158
1017	82	1004	232
283	113	1322	78
2557	113	1299	189
373	67	2097	120
22	113	2357	132
1459	85	1830	235
924	111	22	170
108	109	476	147
476	82	1004	209
1361	37	1283	55
2276	27	601	148
2077	109	1288	163
2919	108	2736	50
2666	37	423	195
497	109	565	99
485	109	2815	164
373	100	331	205
678	72	496	234
2380	123	2142	258
1295	85	483	85
2448	85	462	207
892	108	948	187
2666	97	2821	146
113	37	1803	257
1917	138	607	2
890	113	1982	124
1451	109	487	54
398	111	423	154
1051	109	511	41
278	91	444	155
423	139	2260	157
650	113	401	26
723	85	466	122
1468	149	476	63
894	69	494	202
423	67	1334	66
2668	45	1334	134
1512	40	456	121
932	97	1207	230
2313	113	1670	230
465	45	992	36
2919	85	278	75
2708	105	485	168
2274	27	599	250
1478	70	1947	246
1970	113	1296	60
1734	45	1296	67
685	113	1132	35
415	158	1322	124
1132	113	1468	254
446	11	1979	50
129	40	2916	257
2103	40	1082	224
1879	27	394	146
366	97	2639	1
2773	107	462	117
914	110	2652	199
1550	67	1432	170
932	27	2937	105
155	85	1070	253
1296	122	2677	196
2495	126	1877	138
465	109	992	236
366	40	1852	145
907	37	1364	175
2668	40	2098	103
545	158	465	167
2815	36	1811	162
2524	97	1039	12
2350	108	1616	251
2447	113	2260	13
2482	37	561	209
2374	156	476	180
2378	123	1232	100
2575	113	64	195
2836	132	2413	242
1796	97	366	259
1486	122	1296	152
1663	113	1334	60
2392	57	1994	123
1296	122	1299	258
2224	37	848	205
1734	40	381	70
1299	122	1082	252
397	85	423	53
465	158	2299	28
108	113	2155	148
29	113	1299	254
2612	113	64	215
2067	97	278	171
1132	109	476	97
945	37	1396	100
2108	108	1982	163
733	112	932	20
2787	85	704	122
1755	62	486	183
783	37	801	96
591	113	1004	90
455	85	2732	77
151	61	986	191
542	120	1299	163
1225	85	1594	103
2080	108	1965	45
1796	61	1364	215
462	109	790	89
2315	27	711	256
2668	108	152	197
908	37	902	243
2669	137	698	10
1735	113	1299	216
1132	113	1004	260
2079	37	2864	34
484	109	1334	231
2017	113	1382	61
1907	85	423	229
2300	27	614	226
1847	39	1336	78
462	85	1121	4
1132	113	947	75
2318	35	2666	153
2450	37	911	261
2098	97	278	114
278	37	151	124
2108	113	1982	149
585	109	462	185
2274	2	2905	259
1720	113	1658	105
2919	109	423	67
934	113	1059	223
2708	156	485	72
1796	0	1836	226
1131	113	2260	85
366	61	2612	208
1364	41	2413	207
2815	40	2098	207
476	109	1421	229
2260	97	69	119
578	37	1525	92
423	113	1108	194
2236	77	753	192
678	122	914	164
325	113	1811	168
204	158	1015	171
252	113	1296	45
1666	2	93	116
1322	113	1086	19
1982	13	2815	181
1884	116	64	90
585	4	462	17
1970	122	2756	252
2815	113	1082	224
249	113	181	216
1922	33	1299	190
283	108	1322	202
487	72	2029	155
1334	70	2098	63
1049	113	2272	58
1893	113	31	253
216	77	64	193
1532	108	423	253
476	109	1004	37
366	85	1970	195
2788	108	1334	65
925	82	222	119
1749	31	476	54
1261	113	1302	205
1611	113	1296	70
1296	97	1095	178
1237	47	1133	222
278	113	1847	68
1364	37	1646	176
1296	37	1970	30
278	110	469	198
2612	115	1364	63
2669	131	423	253
1930	109	476	226
1517	139	465	16
2677	67	1796	190
476	75	1707	253
2220	2	932	95
585	76	462	100
2612	85	366	88
1822	0	2330	90
2110	67	476	169
2668	134	1334	239
1216	108	2633	166
2287	156	2943	105
2836	37	493	38
2821	85	465	239
462	158	2125	201
932	27	1762	73
2414	113	423	212
1045	122	1245	235
163	62	2319	155
2357	37	366	204
1299	27	494	167
2322	156	419	64
790	109	1662	4
2836	67	1296	107
135	113	2001	133
1930	113	1004	135
2668	97	1578	52
1679	113	2744	103
1296	37	1176	165
1018	134	539	220
1004	110	476	5
2799	122	845	107
208	2	278	156
2439	113	661	163
2299	27	1767	168
1756	101	490	19
298	156	476	23
126	37	108	84
423	37	1616	122
1096	37	848	49
2480	40	1747	159
1006	77	2173	235
2565	109	423	142
1254	108	932	212
2668	148	539	190
1682	113	932	239
278	85	2788	238
423	97	440	98
2836	132	2413	68
2642	108	2666	219
1296	97	2585	118
598	158	2904	252
2863	109	1933	237
844	40	2867	38
299	113	1660	124
2011	37	2135	59
1648	61	2310	153
2612	113	2552	87
926	113	1018	224
465	109	992	57
2140	58	2951	154
151	14	278	84
932	40	984	169
2318	37	1012	190
116	113	2820	166
2076	37	2919	21
136	113	6	25
1550	122	1050	252
283	113	1322	165
1364	61	2612	98
1004	113	401	166
2611	113	331	167
1318	113	1296	31
2919	108	21	256
914	113	1223	71
860	61	1970	237
1959	121	465	189
244	113	1458	35
423	126	2647	149
478	139	2098	226
2274	156	2905	124
2031	37	645	133
140	163	479	49
395	37	1184	79
2362	113	868	235
97	8	1817	112
1090	122	2187	139
1982	67	932	58
744	85	423	239
2044	38	277	55
298	0	476	173
2306	126	1616	124
1478	82	423	58
476	121	462	55
283	37	1364	99
1075	113	1793	237
151	82	464	22
1533	37	1364	48
2475	148	2045	205
2299	109	2038	149
1216	70	1396	53
917	108	1296	52
2350	37	2054	91
423	37	222	175
1852	101	1675	139
2738	109	1045	201
2348	74	30	255
1364	124	2612	21
283	13	924	204
2146	104	1063	187
1334	67	2097	126
1293	109	261	251
1108	108	2098	177
2668	37	324	60
2626	4	462	248
61	148	2477	97
2418	113	423	36
1836	156	187	215
450	161	2284	56
89	2	1662	11
1702	109	1004	114
373	37	2668	23
1868	109	992	233
278	113	932	42
1930	113	1004	107
1870	109	2150	106
2765	13	487	19
1970	85	2561	55
585	139	462	102
930	113	682	2
2863	113	2524	205
182	158	64	117
2098	70	1334	169
2380	59	2287	16
494	82	2155	130
669	113	2272	14
1004	145	476	198
1921	111	1296	62
1345	113	932	131
423	148	839	125
2257	113	2260	131
103	113	1296	19
2662	139	1804	149
2815	113	2158	136
1322	156	1086	191
75	113	229	159
510	113	2313	126
2111	85	1593	224
463	109	1414	185
186	27	462	155
572	2	1296	164
1452	113	2535	233
423	77	1616	124
1852	102	2765	145
1796	113	1299	134
2524	97	2097	127
185	30	2287	121
2291	27	457	36
2098	70	1334	93
539	70	1065	144
1884	156	1819	257
423	40	1334	184
1918	113	932	94
2306	113	1810	144
1970	113	1296	53
2117	77	476	184
1359	70	1364	16
1260	113	1299	109
1921	113	1296	75
1970	113	1296	214
1447	108	2098	166
6	67	2142	236
1100	148	278	55
2865	113	1855	70
1970	113	1296	195
1299	97	1646	179
2333	122	2349	139
2387	70	2942	142
2865	2	423	133
1614	97	1075	155
1334	97	1434	226
423	97	1594	48
1004	148	33	100
151	122	938	128
782	109	493	51
465	2	2299	215
469	62	588	66
1561	143	2164	50
1508	113	221	136
115	109	457	204
366	109	1334	23
2954	113	361	142
1108	108	839	126
914	113	208	223
545	158	465	171
1086	122	423	216
2612	61	1364	111
2224	85	914	226
2919	108	1216	138
658	70	247	15
661	109	1935	246
1364	108	64	218
2349	40	463	173
476	77	401	98
1964	122	1013	222
2919	108	423	138
494	152	594	8
2390	123	2765	17
938	113	932	89
2274	35	1655	127
1153	113	1299	85
2668	139	2098	43
151	61	278	99
2301	27	466	228
1465	113	373	63
423	37	2668	20
2224	148	904	213
1084	2	1793	250
1733	40	462	23
2666	74	940	155
932	97	1364	206
464	109	2191	180
2491	27	466	51
2299	105	1767	251
2098	162	1334	207
1733	40	5	41
932	97	2612	89
1853	32	1527	4
2299	113	1868	82
1644	113	1296	85
677	113	1371	226
1390	113	1271	22
298	152	476	113
462	149	808	115
1850	156	2708	17
204	148	1015	124
2274	37	337	27
1294	105	2524	238
2051	108	423	108
1430	108	64	93
2919	13	423	254
640	70	2612	119
2946	122	22	131
1846	160	1980	209
938	108	151	50
442	0	315	130
801	113	1004	260
1322	163	415	2
6	37	366	176
2773	158	462	257
2313	27	878	140
299	108	2769	247
1004	111	476	215
2863	108	2609	197
2010	97	945	91
785	113	2260	161
487	122	2350	216
221	62	388	149
1204	113	261	100
1364	85	1982	84
1902	158	1811	132
2387	130	2246	103
1302	85	1296	5
2148	37	895	112
1004	109	476	167
2612	37	366	88
1930	113	1004	76
1911	37	350	218
1846	116	2260	113
432	138	2752	237
1561	40	495	41
1783	163	1782	250
2299	109	465	83
1993	138	2103	28
569	97	627	237
2825	85	2669	5
1109	139	539	49
1364	108	423	190
476	2	1004	167
932	105	1432	107
2318	113	2666	127
462	109	875	77
2865	40	423	141
2256	37	1623	59
278	85	1616	42
216	113	788	103
2299	105	1767	1
23	109	2210	17
1132	113	298	190
1364	109	2413	212
790	62	462	108
135	2	932	98
2350	113	2199	236
2103	113	2413	68
585	27	462	0
1081	37	462	149
1852	158	2766	155
2299	27	465	40
2299	27	465	196
350	122	2525	29
440	115	2097	64
2319	156	484	77
2919	37	1828	212
932	97	2919	81
1378	45	1658	260
2875	59	2765	48
975	82	1061	47
2657	97	2612	190
2708	27	418	52
1123	37	381	110
373	122	973	34
476	82	1988	250
487	32	1741	247
945	37	2612	31
591	2	1004	174
932	37	1364	134
2318	27	1776	14
1616	97	278	116
1042	67	771	37
2711	85	2729	126
204	158	543	5
278	37	1100	149
381	115	1296	147
895	37	2162	194
2867	132	423	44
1447	112	2098	6
2863	113	2524	261
423	97	641	19
992	45	465	89
2098	97	1877	34
1012	109	66	160
945	113	1334	76
370	27	2100	218
390	109	440	98
57	109	462	139
938	109	1918	85
2642	85	462	223
543	158	1905	252
742	37	1083	191
381	37	718	68
75	113	64	192
1303	113	2821	135
1178	122	1296	177
1398	85	1482	14
1124	85	1302	62
2112	37	2899	261
2612	113	1223	12
2949	113	423	55
929	109	422	54
2103	2	1593	222
2031	110	469	173
1373	85	2058	39
2329	113	2768	117
1789	56	997	148
1294	70	2142	157
1527	105	490	51
920	40	1334	27
2260	97	2817	41
1086	0	283	166
2299	27	465	229
755	113	899	224
394	44	2029	147
1400	2	345	74
1856	85	1299	174
835	37	2708	127
2274	109	441	193
469	110	1108	84
2858	109	451	129
1133	2	1006	87
221	61	1682	15
172	158	1826	103
313	82	1296	62
18	97	1116	76
732	85	539	225
1042	37	1911	211
1119	37	1063	153
476	158	1132	132
2097	113	914	97
1852	45	2390	139
2158	157	2392	160
222	112	2865	129
1263	113	2524	126
2544	40	462	96
2097	66	1859	160
2630	97	1925	41
111	109	2108	168
1364	70	283	2
599	60	441	56
1004	37	833	97
423	40	278	117
1608	109	423	238
1679	113	2274	103
653	161	476	166
64	97	808	152
2392	122	1146	25
896	113	990	180
1296	67	1299	6
2412	113	1299	196
581	27	1037	144
465	112	2299	210
585	27	462	83
1358	113	272	146
1108	108	2668	182
1970	77	381	26
1132	109	476	236
2098	27	2468	150
1822	158	496	128
2919	122	2524	244
423	148	2666	195
924	22	2098	44
278	82	6	172
465	158	1047	236
2708	82	839	62
790	113	1662	106
1004	29	1702	98
1658	113	342	157
283	61	366	78
1949	77	875	120
1063	148	1789	190
1532	37	2919	238
278	122	2668	113
1776	152	2318	9
362	70	2159	109
2325	27	486	203
913	113	2524	90
2612	61	1364	162
1982	97	1364	86
2668	67	423	154
1970	37	1453	27
423	37	2668	167
1364	113	2612	66
1334	77	932	209
1970	113	1296	111
451	139	2237	183
839	97	66	34
2612	108	2103	50
1363	122	423	12
1138	109	1594	15
850	156	476	30
2820	13	1483	11
1435	122	1004	34
506	113	1299	52
278	85	1334	109
572	116	1299	168
1319	158	1846	241
1911	85	152	133
664	113	423	91
476	109	1004	90
2274	105	599	161
1698	113	2815	44
2501	122	938	231
845	113	2340	253
2265	37	839	114
617	40	1789	167
2294	27	463	43
1818	109	278	94
173	163	462	95
1269	163	1884	83
1970	113	1296	170
2368	139	2471	130
2390	118	2765	21
550	156	462	227
439	108	1299	229
2097	115	2621	254
2950	85	1616	84
1934	37	366	99
1593	122	424	23
2723	47	1146	77
262	37	899	202
2299	158	465	41
932	97	2863	241
1733	156	462	147
581	27	487	143
2325	27	486	91
2639	113	1364	49
1153	113	1299	81
1070	67	1982	63
1847	35	2055	83
2336	122	1296	115
423	97	1928	148
423	134	2865	139
1326	85	1296	4
465	45	1047	75
161	85	457	202
629	27	462	88
1658	61	476	159
2919	37	2925	215
222	37	1796	221
1854	89	494	104
2327	27	746	252
1322	113	1086	196
1065	158	539	77
879	37	65	88
1334	85	423	27
1296	27	2490	94
2399	27	471	90
585	139	462	122
2590	113	1838	113
2569	113	248	4
423	37	1334	111
1788	37	1364	254
1364	40	283	74
2919	45	1828	120
1646	113	1296	239
2765	97	1108	191
441	139	1565	223
1692	37	1668	222
932	97	627	77
1296	97	1970	63
634	37	2270	166
54	108	1458	82
2599	113	1296	28
1364	85	1299	171
330	85	2272	112
2040	108	932	195
2562	85	1382	198
543	68	79	169
1364	37	894	147
1875	113	2313	159
2097	89	1884	237
788	40	1024	83
947	18	1004	99
992	37	1664	113
2854	113	161	198
381	72	2812	34
543	158	1836	225
586	37	1517	247
595	139	495	224
1334	113	423	150
572	113	423	17
1875	113	1846	1
2946	122	22	136
2097	86	64	249
2811	85	1334	159
496	158	206	27
2255	85	1970	23
1644	85	1296	6
459	109	1705	93
1795	113	810	178
2260	2	423	134
550	163	462	193
260	27	1783	77
366	2	2845	98
1018	2	495	161
845	85	370	78
1004	27	476	117
423	97	2098	61
89	109	1706	235
278	85	932	120
2815	40	177	111
2239	2	996	128
1225	113	1965	145
476	110	743	161
2919	82	2010	101
462	109	1733	172
2612	108	1296	3
591	113	1749	77
462	121	469	35
285	77	2648	187
1334	85	2668	105
423	139	2260	55
278	85	2919	194
182	0	803	20
2501	9	1104	224
1082	94	1486	251
1334	85	423	247
2858	113	2781	55
298	156	476	153
23	37	938	26
1432	97	914	217
1299	27	411	250
2224	61	2612	226
423	97	1623	138
1852	144	487	146
1818	158	2324	204
1382	85	1124	76
278	85	1334	27
2098	97	1578	47
847	37	1481	71
390	70	440	97
2244	83	1994	51
2450	97	863	58
2328	156	2823	141
1289	113	1334	244
1902	158	1299	233
943	45	1299	219
2119	126	480	96
134	109	462	203
585	109	462	186
512	113	2666	218
2225	125	945	197
152	97	1112	84
914	61	1364	54
250	37	2102	143
2103	108	1296	124
2313	113	2260	132
2919	108	932	99
2581	77	2577	91
310	37	152	42
1209	113	1457	169
304	113	982	52
1575	45	2865	136
1987	70	2563	28
2936	113	2934	118
1852	116	2765	177
2635	82	2865	142
476	72	2533	153
370	109	2765	246
2612	77	1364	73
2302	113	99	127
495	44	2164	116
1200	61	1658	190
441	144	1768	174
2274	85	441	123
2098	40	2668	96
476	109	1749	180
2919	82	627	199
725	37	2611	51
1308	77	2919	231
1695	113	97	180
1296	148	845	100
888	85	1574	176
401	122	765	89
2118	109	561	230
381	72	1970	51
2440	27	442	224
2391	72	284	71
932	27	2214	78
1230	113	1284	97
1364	77	945	220
2272	97	1364	152
351	122	430	251
1606	85	1557	70
924	108	1796	173
1796	97	222	130
844	70	2924	54
76	96	591	195
932	148	423	178
465	109	2821	77
805	123	2278	35
1287	77	487	14
278	37	938	220
423	97	572	227
185	0	2287	130
440	37	390	98
423	97	1098	173
151	37	938	176
1875	113	1846	257
97	113	221	248
1503	113	2274	22
2612	61	366	113
2155	113	1004	240
2103	37	2612	50
591	105	1995	183
1623	40	1322	206
2483	37	1932	20
1296	70	883	53
688	113	1737	160
1572	105	1776	201
728	122	1146	89
1322	156	415	252
1364	37	1323	61
1134	109	423	70
2299	27	1767	103
1735	113	1542	181
1296	122	1176	12
1907	82	146	188
1047	149	465	15
2274	144	599	261
2612	37	2585	125
1527	62	2391	15
894	108	2575	156
2793	122	1004	254
283	45	1322	224
2390	118	2765	7
1943	108	1458	16
2413	97	2560	47
306	113	1004	216
1789	27	1770	29
2155	109	476	159
142	113	2097	250
2256	113	1692	87
254	109	204	22
216	108	64	78
2274	2	441	102
2350	113	2029	232
